,English_corrected_title,telugu_corrected_title,School Code
524,SSVM SURARAM,"ఎస్.ఎస్.వి.ఎం.ప్రాథమికోన్నత పాఠశాల, సురారాం",36031102904
525,BRILLIANT JULAPALLY,"బ్రిలియంట్ ప్రాథమిక పాఠశాల, జూలపల్లి",36031700213
526,SRI RAJA SHISHU MANDIR HI,"శ్రీ రాజ శిశుమందిర్ ఉన్నత పాఠశాల, మెట్ పల్లి  ",36032300364
527,TRINITY MODEL SECONDARY S,"ట్రినిటీ మోడల్ సెకండరీ పాఠశాల,పెద్ద పల్లి  ",36031601244
528,TSREIS BURGAMPADU,"ప్రభుత్వ గురుకుల పాఠశాల, బూర్గంపాడు    ",36101501214
529,TSMS THIMMAPUR,"తెలంగాణ మోడల్ పాఠశాల, తిమ్మాపూర్",36034700233
530,ST PAULS ENGLISH MEDIUM S,"సెయింట్ పాల్స్  ఇంగ్లీష్ మీడియం పాఠశాల, రామగుండం    ",36030795907
531,PRAGATHAI POLASA,"ప్రగతి ప్రాథమికోన్నత పాఠశాల, పొలస  ",36032000404
532,VISHWASHANTHI RAIKAL,"విశ్వశాంతి ఉన్నత పాఠశాల, రాయి కల్  ",36030300919
533,TW GOVT AGHS GARLA,"ప్రభుత్వ గిరిజనసంక్షేమ ఆశ్రమ ఉన్నత పాఠశాల (బాలికలు), గార్ల     ",36102200628
534,TSMS MANKONDUR,"తెలంగాణ మోడల్ పాఠశాల, మానకొండూర్ ",36033500710
535,CAMBRIDGE GAREPALY,"కేంబ్రిడ్జి ప్రాథమిక పాఠశాల, గారెపల్లి  ",36031002503
536,KAKATHIYA JAMIKUNTA,"కాకతీయ ఉన్నత పాఠశాల, జమ్మికుంట  ",36033301055
537,TSSWREIS MANTHANI,"తెలంగాణ సాంఘీక సంక్షేమ గురుకుల పాఠశాల, మంథని  ",36030902630
538,SRI GEERVANI VIDYANIKETHA,"శ్రీ గీర్వాణి  విద్యానికేతన్ పాఠశాల, సిరిసిల్ల    ",36034490786
539,SRVN MANUGURU,"ఎస్.అర్.వి.ఎన్. ఉన్నత పాఠశాల, మణుగూరు  ",36100600717
540,"LORVEN'S CONVENT HIG,","లార్వెన్స్ కాన్వెంట్ పాఠశాల,హెచ్.ఐ.జి. సైదాబాద్, హైదరాబాద్  ",36051091798
541,TSMS SIRICILLA,"తెలంగాణ మోడల్ పాఠశాల, సిరిసిల్ల  ",36034401006
542,KRISHNAVENI HUZURABAD,"కృష్ణవేణి ఉన్నత పాఠశాల, హుజురాబాద్",36034901082
543,GOLDEN ERA,"గోల్డెన్ ఏరా ఉన్నత పాఠశాల, కరీంనగర్  ",36033696273
544,"ANANDVIDYA ,BOIPALY","ఆనంద విద్యానికేతన్ ఉన్నత పాఠశాల, బోయినపల్లి       ",36033800805
545,TW GOVT APS NEHRUNAGAR,"గిరిజన సంక్షేమ ప్రభుత్వ ఆశ్రమ ప్రాథమిక పాఠశాల, నెహ్రూనగర్, పాల్వంచ  ",36101690717
546,SIDDARTHA VIDYANIKETHAN,"సిద్ధార్థ విద్యానికేతన్ పాఠశాల, సారంపల్లి  ",36034401504
547,"GOVT HS(G)PICKET, PICKET","ప్రభుత్వ ఉన్నత పాఠశాల (బాలికల) పికెట్, పికెట్  ",36050290284
548,ST MARY S H S," సెయింట్ మేరీ ఉన్నత పాఠశాల, తిమ్మరావు పేట    ",36103400206
549,UNITED E/M,"యునైటెడ్ ఉన్నత పాఠశాల (ఇంగ్లీష్ మీడియం), కరీంనగర్   ",36033696274
550,TW GOVT APS KOTHAPALLI,"ప్రభుత్వ గిరిజన సంక్షేమ ఆశ్రమ ప్రాథమిక పాఠశాల, కొత్తపల్లి",36100806701
551,TSMS RAMAGUNDAM,"తెలంగాణ మోడల్ పాఠశాల, రామగుండం  ",36030701202
552,"ST GEORGES GIRLS GRAAMMAR, GUNFOUNDRY","సెయింట్ జార్జ్ గర్ల్స్ గ్రామర్  పాఠశాల, గన్ ఫౌండ్రి       ",36050691005
553,NEW VISSION EM,"న్యూ విజన్ ప్రాథమిక పాఠశాల (ఇంగ్లీష్ మీడియం), చెన్నూర్   ",36103201406
554,NIRMAL H S GARLA,"నిర్మల్ ఉన్నత పాఠశాల, గార్ల",36102200626
555,JUPITER E/M JULAPALLY,"జూపిటర్ ప్రాథమికోన్నత పాఠశాల (ఇంగ్లీష్ మీడియం), జూలపల్లి    ",36031700218
556,ST.JOSHEPS JAMIKUNTA,"సెయింట్ జోసెఫ్స్ ఉన్నత పాఠశాల, జమ్మికుంట    ",36033301040
557,SARASWATHI ENGLISH MEDIUM,"సరస్వతి ఉన్నత పాఠశాల (ఇంగ్లీష్ మీడియం),వెలిచాల్  ",36033701606
558,TW GOVT AHS GIRLS K REGUBALLI,ప్రభుత్వ గిరిజన సంక్షేమ ఆశ్రమ ఉన్నత పాఠశాల (బాలికలు) కె.రేగుబల్లి  ,36100803702
559,SRI SARASWATHI SHISHU MANDIR,"శ్రీ సరస్వతి శిశుమందిర్ పాఠశాల,పెద్దపల్లి  ",36031601215
560,RAMAKRISHNA JAMIKUNTA,"రామకృష్ణ ఉన్నత పాఠశాల,జమ్మికుంట  ",36033301038
561,TSMS DHARMARAM,"తెలంగాణ మోడల్ పాఠశాల, ధర్మారం  ",36031800139
562,NATIONAL U P S T/M&U/M SC,"నేషనల్  ప్రాథమికోన్నత పాఠశాల (తెలుగు& ఉర్దూ మీడియం), కరీంనగర్ -2    ",36033696140
563,TSSWREIS (BOYS) KOHEDA,"నేషనల్  ప్రాథమికోన్నత పాఠశాల ( తెలుగు& ఉర్దూ మీడియం),  కరీంనగర్ -2    ",36035400810
564,TSMS KATARAM,"తెలంగాణ  మోడల్ పాఠశాల, కాటారం   ",36031000806
565,TSMS CHIGURUMAMIDI,"తెలంగాణ  మోడల్ పాఠశాల, చిగురుమామిడి    ",36035300304
566,SHANTHINIKETHAN H S,"శాంతినికేతన్ ఉన్నత పాఠశాల, రామగుండం    ",36030795896
567,KCHS MITTAPALLI,"కె.సి.హెచ్.ఎస్. ఉన్నత పాఠశాల, మిట్టపల్లి",36103301309
568,"ARISTOTLE EDUCATIONAL ACADEMY,NBT NAGAR","అరిస్టాటిల్ ఎడ్యుకేషనల్ అకాడమి, ఎన్.బి.టి.నగర్,షేక్ పేట్, హైదరాబాద్     ",36050700125
569,TONIK SAINIK DHARUR,"టోనిక్ సైనిక్ ప్రాథమికోన్నత పాఠశాల, ధరూర్ ",36032001911
570,BRILIANT EM&TM B GUDEM,"బ్రిలియంట్ ప్రాథమికోన్నత పాఠశాల (ఇంగ్లీష్&తెలుగు మీడియం), బి. గూడెం ",36100690626
571,SRI VANI VIDYANIKETHAN,"శ్రీ వాణి విద్యానికేతన్ పాఠశాల, సిరిసిల్ల  ",36034490753
572,TSTWREI DUMALA,"తెలంగాణ గిరిజన సంక్షేమ గురుకుల పాఠశాల, దుమాల    ",36034101703
573,SAI RAM JAMIKUNTA,"సాయిరామ్ ప్రాథమికోన్నత పాఠశాల, జమ్మికుంట   ",36033301054
574,KERALAMODEL POTKAPALY,"కేరళ  మోడల్ ప్రాథమికోన్నత పాఠశాల, పోత్కపల్లి  ",36033200714
575,VIGNAN E/M HUZURABAD,"విజ్ఞాన్ ఉన్నత పాఠశాల, (ఇంగ్లీష్ మీడియం), హుజురాబాద్",36034901081
576,TSSWREIS DEVAMPALLY,"తెలంగాణ గిరిజన సంక్షేమ గురుకుల పాఠశాల, దేవంపల్లి    ",36033500804
577,SRI SARASWATHI SHISHU M,"శ్రీ సరస్వతి శిశుమందిర్ పాఠశాల, మంథని    ",36030902637
578,TW GOVT AGHS BHADRACHALAM,"ప్రభుత్వ  గిరిజన సంక్షేమ ఆశ్రమ ఉన్నత పాఠశాల (బాలికలు), భద్రాచలం",36100990150
579,MATHRUSRI,"మాతృశ్రీ  ప్రాథమికోన్నత పాఠశాల, మెట్ పల్లి  ",36032300389
580,VIDYA BHARATHI RUDRANGI,"విద్యా భారతి ఉన్నత పాఠశాల, రుద్రంగి",36032500113
581,VIVEKANANDA VIDYANIKETAN,"వివేకానంద విద్యానికేతన్ పాఠశాల, సిరిసిల్ల  ",36034490781
582,MARGADARSHI VIDYA NIKETHA,"మార్గదర్శి విద్యానికేతన్ పాఠశాల, మంథని     ",36030902631
583,KERALA KAMALAPUR,"కేరళ ఉన్నత పాఠశాల, కమలాపుర్  ",36035000820
584,CHAITANYA B.DHARMAPURI,"చైతన్య  ఉన్నత పాఠశాల, బి.ధర్మపురి   ",36030500921
585,TSSWREIS NARMALA,"తెలంగాణ  సాంఘీక సంక్షేమ గురుకుల పాఠశాల, నార్మల      ",36034201203
586,VISHWA JYOTHI E/M,"విశ్వజ్యోతి ఉన్నత పాఠశాల (ఇంగ్లీష్ మీడియం), ఎల్లంతకుంట   ",36034501212
587,CHAITANYA KAMLAPUR,"చైతన్య ఉన్నత పాఠశాల, కమలాపుర్  ",36035000826
588,TSMS SRIRAMPUR,"తెలంగాణ మోడల్ పాఠశాల, శ్రీరాంపూర్  ",36031501505
589,SRIVANI VIDYANIKETHAN,"శ్రీవాణీ విద్యానికేతన్ ప్రాథమిక పాఠశాల, వల్భా పుర్  ",36033401203
590,TSMS BEJJANKI,"తెలంగాణ మోడల్ పాఠశాల, బెజ్జంకి  ",36034601829
591,"GOVT PS(B)ESAMIA BAZAR, ESAMIYA BAZAR","ప్రభుత్వ ప్రాథమిక పాఠశాల (బాలురు) ఇసామియాబజార్, ఇసామియాబజార్  ",36050690122
592,S S V ENKOOR,"ఎస్.ఎస్. వి. ప్రాథమికోన్నత పాఠశాల, ఎన్కూర్ ",36103400719
593,SWATHI H S PALVONCHA,"స్వాతి ఉన్నత పాఠశాల, పాల్వంచ  ",36101690765
594,NIRMAL GRAM EM BYRM,"నిర్మల్ గ్రామ్ ప్రాథమికోన్నత పాఠశాల (ఇంగ్లీష్ మీడియం), బయ్యారం  ",36102101134
595,SREE VANI NIKETHAN,"శ్రీ వాణి నికేతన్ ప్రాథమిక పాఠశాల, మణుగూరు  ",36100690638
596,JAGRUTHI VIDYA NIKETHAN H,"జాగృతి విద్యానికేతన్ ఉన్నత పాఠశాల, కరీంనగర్   ",36033696215
597,KRISHNAVENI H S,"కృష్ణవేణి ఉన్నత పాఠశాల, రాయికల్    ",36030300929
598,SWARNA BHARATHI VIDYA BHA,"స్వర్ణ భారతి ప్రాథమికోన్నత పాఠశాల, ఖమ్మం      ",36103690475
599,CAMBRIDGE GAREPALY,"కేంబ్రిడ్జి ఉన్నత పాఠశాల, గారెపల్లి  ",36031002506
600,SANTOSHI MATHA CHEPYAL,"సంతోషిమాత ప్రాథమికోన్నత పాఠశాల,చెప్యాల్    ",36032601102
601,SRI TALENT PUBLIC SC,"శ్రీ టాలెంట్ పబ్లిక్ పబ్లిక్ ప్రాథమికోన్నత పాఠశాల, కామేపల్లి  ",36102301211
602,SHARADA CHOPADANDI,"శారద ఉన్నత పాఠశాల, చొప్పదండి   ",36033000523
603,TW GOVT AHS ANKAMPALEM,"ప్రభుత్వ గిరిజనసంక్షేమ ఆశ్రమ పాఠశాల, అంకంపాలెం",36102800207
604,MAHARSHI MUSTHABAD,"మహర్షి ఉన్నత పాఠశాల, ముస్తాబాద్  ",36034300916
605,MAHARSHI MUSTHABAD,"మహర్షి ఉన్నత పాఠశాల ,  ముస్తాబాద్  ",36034300912
606,SRI SARASWATHI VIDYA MANDIR,"శ్రీ సరస్వతి విద్యామందిర్ పాఠశాల, మన్నెగూడెం     ",36032101505
607,TW GOVT AGHS CHIRUTHAPALLY-2,"తెలంగాణ గిరిజన ప్రభుత్వ ఆశ్రమ బాలికల ఉన్నత పాఠశాల, చిరుతపల్లి -2 ",36100201201
608,NEW KERALA E/M,"న్యూ కేరళ ప్రాథమికోన్నత పాఠశాల (ఇంగ్లీష్ మీడియం), సిరిసిల్ల  ",36034490766
609,NAVABHARATH AIDED HIGH SC,"నవభారత్ ఎయిడెడ్ ఉన్నత పాఠశాల, పాల్వంచ  ",36101690748
610,PARAMITA LEARNERS H/S,"పరమిత లర్నెర్స్  ఉన్నత పాఠశాల, కరీంనగర్    ",36033696266
